MaCK,SanCK,GiaHienTai,GiaSoSach,P/B,CaoNhat52Tuan,ThapNhat52Tuan,EPS,PE,ROA,ROE,Beta,KhoiLuongLuuHanh,KhoiLuongNiemYet,CoPhieuQuy,NuocNgoaiSoHuu,VonThiTruong,DoanhThu-ttm(Trieu),LNST-ttm,VonCSH,TongNo,TongTaiSan,TenCongTy,TenQuocTe,DiaChi,DienThoai,Fax,Website,,,,,
LMI,HASTC,5.5000,0,30624%,10.00,5.50,0.88,6.3,151%,488%,0.48,5500000,5500000,0,0,30250000,0,0,98764,220045,318808,CTCP Đầu tư Xây dựng Lắp máy IDICO,IDICO Machinery Erection Construction Investment Joint Stock Company,KM 23 Quốc lộ 51 Ấp 1 Xã Long An - H. Long Thành - T. Đồng Nai,(84.251) 356 9439,061 3569 437,http://www.lamaidico.com.vn,,,,,
LNC,HASTC,10.0000,0,97656%,10.00,9.97,0.10,100.0,33%,95%,-0.24,8230067,8230067,0,0,82300670,9014,0,84236,156659,240895,CTCP Lệ Ninh,Le Ninh Joint Stock Company,Tổ dân phố 2C - TT. Nông trường Lệ Ninh – Quảng Bình - H. Lệ Thủy - T. Quảng Bình,(84.232) 399 6211,,http://www.leninh.vn/,,,,,
LO5,HASTC,1.4000,0,N/A,2.20,1.20,-11.24,-0.1,-1588%,13192%,0.97,5149791,5149791,0,2523397,7209707,100555,0,-43867,408184,364317,CTCP Lilama 5,Lilama5 Joint Stock Company,Số 179 Trần Phú - P.Ba Đình - Tx.Bỉm Sơn - T.Thanh Hoá,(84.237) 382 4421 - 382 5573,+84-(0)37-382.42.20,http://www.lilama5.com.vn,,,,,
LPT,HASTC,10.8000,0,101124%,33.00,10.50,0.58,18.6,435%,542%,1.49,8000000,8000000,0,0,86400002,0,0,85400,21051,106451,CTCP Thương mại và Sản xuất Lập Phương Thành,CTCP Thương mại và Sản xuất Lập Phương Thành,,,,,,,,,
LQN,HASTC,9.0000,0,118421%,9.00,9.00,0.07,128.6,11%,94%,0.00,1893540,1893540,0,0,17041860,0,0,14396,110842,125238,CTCP Licogi Quảng Ngãi,Licogi Quang Ngai JSC,Số 35 Hai Bà Trưng - P. Lê Hồng Phong - Tp. Quảng Ngãi - T. Quảng Ngãi,(84.255) 382 2519,(055) 3926919,www.licogiqngai.com,,,,,
LTC,HASTC,1.9000,0,16436%,4.00,1.70,-0.53,-3.6,-108%,-456%,0.65,4586000,4586000,0,2247140,8713400,14437,0,51799,171639,223438,CTCP Điện nhẹ Viễn Thông,Low Current - Telecom Joint Stock Company,Số 142 Lê Duẩn - P. Khâm Thiên - Q. Đống Đa - Tp. Hà Nội,(84.24) 6325 1712,024 63.25.17.13,http://ltc.com.vn,,,,,
LTG,HASTC,37.1000,0,99065%,43.00,15.80,7.30,5.1,695%,1950%,1.61,80593340,80593340,0,0,2990012791,9388505,588460,3018345,5444303,8462647,CTCP Tập đoàn Lộc Trời,Loc Troi Group Joint Stock Company,Số 23 - Đường Hà Hoàng Hổ - P. Mỹ Xuyên - Tp. Long Xuyên - T. An Giang,(84.296) 384 1299,076 3841 327,http://loctroi.vn/,,,,,
LUT,HASTC,3.6000,0,29292%,9.60,1.60,0.01,360.0,2%,5%,2.48,14920000,14960000,40000,7350000,53855999,249989,0,183349,279793,463142,CTCP Đầu tư Xây dựng Lương Tài,Luong Tai Invesment & Construction Joint Stock Corporation,118 Cù Lao - P. 2 - Q. Phú Nhuận - Tp. HCM,(84.28) 3842 1026,2838421029,http://www.luongtaigroup.com,,,,,
LWS,HASTC,16.8000,0,149333%,17.80,9.70,0.89,18.9,515%,792%,0.25,17717665,17717665,0,0,297656758,141533,0,199354,107358,306713,CTCP Cấp nước Tỉnh Lào Cai,Lao Cai Water Supply Joint Stock Company,37 Nguyễn Huệ - P. Lào Cai - Tp. Lào Cai - T. Lào Cai,(0214) 3830224,(0214) 383 0224,http://capnuoclaocai.com.vn/,,,,,
LYF,HASTC,16.8000,0,142132%,16.80,16.80,-0.27,-62.2,-134%,-226%,0.00,3000000,3000000,0,0,50399998,0,0,35445,24165,59610,CTCP Lương thực Lương Yên,CTCP Lương thực Lương Yên,,,,,,,,,
M10,HASTC,18.3000,0,133674%,21.30,13.59,3.89,4.7,733%,2842%,1.31,30240000,30240000,0,0,553391977,6188875,0,413975,1191887,1605862,Tổng Công ty May 10 - CTCP,Garmant 10 Corporation - Joint Stock Company,765A Nguyễn Văn Linh - Sài Đồng - Long Biên - Hà Nội,(84.24) 3827 6923,024 3827 6925,http://www.garco10.com.vn,,,,,
MA1,HASTC,23.0000,0,101277%,29.20,16.54,4.02,5.7,792%,1769%,1.27,5289715,5289715,0,0,121663445,0,0,120105,148090,268195,CTCP Thiết bị,MACHINERY JSC,Km9 + 500 Nguyễn Trãi - Thanh Xuân - Hà Nội,(84.24) 3854 1022,,http://www.machinco1.com.vn,,,,,
MAC,HASTC,5.4000,0,45763%,8.00,4.20,-0.07,-77.1,-47%,-60%,1.31,15139745,15139745,0,7065451,81754624,107103,0,178650,52289,230940,CTCP Cung ứng và Dịch vụ Kỹ thuật Hàng Hải,Maritime Supply & Techlonogy Service JSC,8A Đường Vạn Mỹ - P. Vạn Mỹ - Q. Ngô Quyền - Tp. Hải Phòng,(84.225) 376 6561 - 376 5417,+84-(0)31-376.56.71,http://www.maserco.com.vn,,,,,
MAS,HASTC,45.0000,0,1048951%,55.00,27.30,-1.47,-30.6,-1396%,-3437%,1.27,8881979,8881979,0,1474319,399689055,74050,0,38060,55675,93735,CTCP Dịch vụ Hàng không Sân bay Đà Nẵng,Danang Airports Services Joint Stock Company,Sân bay Quốc tế Đà Nẵng - Q. Hải Châu - Tp. Đà Nẵng,(84.236) 382 6680,0511.3826133,http://www.masco.com.vn,,,,,
MBG,HASTC,5.9000,0,57337%,9.33,4.00,244.00,0.0,2%,2%,2.17,71499960,68095200,0,3920000,401761686,748855,0,735385,31376,766761,CTCP Tập đoàn MBG,MBG Group JSC,Văn Phòng Giao Dịch Số 7 lô N1 - Hồ Đình B - P. Thanh Lương - Q. Hai Bà Trưng- Tp. Hà Nội,(84.24) 3644 7655,024 3644 7655,http://mbg.vn/,,,,,
MBN,HASTC,8.4000,0,33439%,8.40,8.35,1.05,8.0,298%,419%,-0.23,5750000,5750000,0,0,48299998,0,0,144457,58638,203095,CTCP Môi trường và Công trình đô thị Bắc Ninh,Bac Ninh Urban Environment And Public Works JSC,Số 4 - Đường Nguyễn Đăng Đạo - P. Tiền An - Tp. Bắc Ninh - T. Bắc Ninh,(84.222) 382 1691,,http://moitruongdothibacninh.com.vn/,,,,,
MBS,HASTC,28.3000,0,215209%,35.70,6.17,2.08,13.6,431%,1584%,2.29,164331084,164331084,0,59840897,4650569552,1292713,342261,2160324,5779624,7939947,CTCP Chứng khoán MB,MB Securities Joint Stock Company,Tầng M-3-7 - Số 03 Liễu Giai - P. Liễu Giai - Q. Ba Đình - Tp. Hà Nội,(84.24) 3726 2600,(+84) 43726 2601,http://www.mbs.com.vn,,,,,
MC3,HASTC,8.0000,0,344828%,8.00,8.00,-8.45,-0.9,-1904%,-36431%,-0.18,3500000,3500000,0,0,28000000,0,0,8119,147236,155355,CTCP Khoáng sản 3 - Vimico,Minerals Joint Stock Company No.3 - Vimico,Tổ 30 - P. Duyên Hải - Tp. Lào Cai - T. Lào Cai,(84.214) 382 1292,020.3824.804,http://khoangsan3.com.vn/,,,,,
MCC,HASTC,11.3000,0,80542%,14.80,11.10,0.47,24.0,264%,332%,0.72,4956124,4986124,30000,2457900,56343202,44177,0,69559,17884,87444,CTCP Gạch ngói Cao cấp,High Grade Brick Tile Corporation,Số 246 Khu phố Cây Chàm - P.Thạnh Phước - TX.Tân Uyên - T.Bình Dương,(84.274) 365 8278,274.3625379,http://www.gachngoicaocap.com,,,,,
MCF,HASTC,8.3000,0,73386%,13.20,7.29,0.96,8.6,326%,846%,1.35,10777838,10777838,0,3920000,89456057,549039,0,121937,194546,316483,CTCP Xây lắp Cơ khí và Lương thực Thực phẩm,Mechanics Contruction & Foodstuff JSC,29 Nguyễn Thị Bảy - P. 6 - Tp. Tân An - T. Long An,(84.272) 352 1212,072 3521252,http://www.mecofood.com.vn,,,,,
MCH,HASTC,116.0000,0,556622%,117.90,63.13,6.34,18.3,1764%,3044%,0.68,728165431,728165431,0,0,84467189996,24655046,4619654,15177836,11003741,26181577,CTCP Hàng tiêu dùng Masan,Masan Consumer Corporation,Tầng 12 - Tòa nhà MPlaza Saigon - Số 39 Lê Duẩn - P. Bến Nghé - Q. 1 - Tp. HCM,(84.28) 6255 5660,2838109463,http://www.masanconsumer.com,,,,,
MCI,HASTC,7.8000,0,N/A,7.80,5.60,-0.45,-17.3,-406%,946%,-0.08,3500000,3500000,0,2940000,27300001,3795,0,-16792,55922,39130,CTCP Đầu tư Xây dựng và Phát triển Vật liệu IDICO,IDICO Material Development and Construction Invesment Joint Stock Company,KCN Nhơn Trạch 1- H.Nhơn Trạch - T.Đồng Nai,(84.251) 356 0724,+84 (8) 356-0455,http://idico-mci.com.vn,,,,,
MCM,HASTC,47.0000,0,993658%,75.78,44.00,0.61,77.0,1157%,1284%,0.77,466800000,466800000,0,0,21939600000,2817654,0,2205734,241582,2447316,Công ty cổ phần Giống bò sữa Mộc Châu,Công ty cổ phần Giống bò sữa Mộc Châu,,,,,,,,,
MCO,HASTC,3.0000,0,23493%,5.00,1.80,0.04,75.0,12%,31%,2.00,4103929,4103929,0,2010925,12311787,64897,0,52387,82674,135061,CTCP Đầu tư và Xây dựng BDC Việt Nam,Investment and Construction BDC Viet Nam JSC,Số 6 - ngõ 180 Thái Thịnh - Q.Đống Đa - Tp.Hà Nội,(84.24) 3537 3241,024 3537.32.40,http://www.mcovietnam.com.vn,,,,,
MCT,HASTC,7.0000,0,41791%,9.12,7.00,0.54,13.0,39%,323%,0.33,2500000,2500000,0,0,17500000,378736,0,41868,301343,343211,CTCP Kinh doanh Vật Tư và Xây dựng,Material Trading and Construction Joint Stock Company,Số 145 Đốc Ngữ - P. Liễu Giai - Q. Ba Đình - Hà Nội,(84.24) 3832 6179,438326183,http://cmcjsc.vn/,,,,,
MDA,HASTC,9.0000,0,68337%,9.00,9.00,1.58,5.7,382%,1197%,0.00,1200000,1200000,0,0,10800000,0,0,15799,33682,49481,CTCP Môi trường Đô thị Đông Anh,Dong Anh Urban Environment JSC,Đường 23B - X. Tiên Dương - H. Đông Anh - Tp. Hà Nội,(024) 3883 6195,(024) 3965 6249,http://moitruongdonganh.vn/,,,,,
MDC,HASTC,8.5000,0,71549%,11.10,6.40,1.45,5.9,245%,1216%,1.52,21418346,21418346,0,7391136,182055941,2555634,0,254501,1008018,1262518,CTCP Than Mông Dương - Vinacomin,Vinacomin - Mong Duong Coal JSC,P.Mông Dương - Tp.Cẩm Phả - T.Quảng Ninh,(84.203) 386 8271 - 386 8272,+84-(0)33-386.82.76,http://mongduongcoal.vn/,,,,,
MDF,HASTC,11.6000,0,90625%,13.67,4.88,851.00,0.0,4%,7%,1.08,55113595,55113595,0,27005661,639317723,1054644,0,705726,518477,1224203,CTCP Gỗ MDF VRG - Quảng Trị,MDF VRG Quang Tri Wood JSC,KCN Nam Đông Hà - P. Đông Lương - Tp. Đông Hà - T.Quảng Trị,(84.233) 356 6978 - 356 0639,533560482,http://www.mdfquangtri.vn,,,,,
MEC,HASTC,2.5000,0,N/A,3.30,1.10,-3.82,-0.7,-417%,4932%,1.76,8353620,8353620,0,3790150,20884050,76093,-43691,23262,827707,850969,CTCP Cơ khí - Lắp máy Sông Đà,Song Da Mechanical - Asembling Joint Stock Company,Lô A38 - Khu Dịch vụ Đồng Dưa - P. Hà Cầu - Q. Hà Đông - Tp. Hà Nội,(84.24) 3783 2398,243.7832397,http://www.someco.com.vn,,,,,
MED,HASTC,39.2000,0,165751%,50.10,32.00,2.66,14.7,358%,1126%,0.75,7850119,7850119,0,0,307724671,473623,0,185631,397959,583590,CTCP Dược Trung ương Mediplantex,Mediplantex National Pharmaceutical JSC,358 Đường Giải Phóng - P. Phương Liệt - Q. Thanh Xuân - Tp.Hà Nội,(84.24) 3864 3368 - (84.24) 3864 1552,,http://www.mediplantex.com/,,,,,
MEF,HASTC,1.6000,0,4619%,1.60,1.60,6.92,0.2,1416%,1998%,0.00,3940522,3940522,0,1579789,6304835,0,0,136505,56102,192607,CTCP MEINFA,Meinfa Joint Stock Company,Tổ 10 - P. Mỏ Chè - Tp. Sông Công - T. Thái Nguyên,(84.208) 386 2388 - 386 1236,+84-(0)280-3.86.22. 27,http://meinfa.vn/,,,,,
MEG,HASTC,21.3000,0,115510%,29.00,14.20,1.04,20.5,314%,562%,0.58,44000000,44000000,0,0,937199966,2387362,45598,811470,640903,1452373,CTCP Megram,Megram Joint stock company,Số 63 - Đường Lê Văn Lương - P. Trung Hòa - Q. Cầu Giấy - Tp. Hà Nội,(84.24) 3513 4658,,http://elmichgroup.com.vn/,,,,,
MEL,HASTC,14.6000,0,105036%,18.10,7.20,1.56,9.4,384%,1119%,0.69,15000000,15000000,0,0,219000006,901670,0,208521,399369,607890,CTCP Thép Mê Lin,Me Lin Steel Joint Stock Company,Khu hành chính số 08 - P. Đống Đa - Tp. Vĩnh Yên - T. Vĩnh Phúc,(84.211) 247 9553,0211 2479 553,http://melinsteel.vn/,,,,,
MES,HASTC,10.0000,0,105708%,10.00,10.00,-0.16,-62.5,-157%,-167%,0.00,18600000,18600000,0,0,186000000,16343,0,175917,11458,187374,CTCP Cơ điện Công trình,MECHANICAL, ENGINEERING SERVICE JSC,Tầng 8 - Tháp A TN Sky Tower - Số 88 Láng Hạ - P. Láng Hạ - Q. Đống Đa - Tp. Hà Nội,(84.24) 3933 2225,024 39332225,mesc.com.vn,,,,
MFS,HASTC,27.5000,0,103734%,33.45,17.64,826.00,0.0,10%,16%,1.22,7062979,7062979,0,0,194231922,91478,0,187207,114144,301351,CTCP Dịch vụ Kỹ thuật Mobifone,Mobifone Service JSC,Tầng 3 tòa nhà TTC - Số 19 - Phố Duy Tân - P.Dịch Vọng Hậu - Q.Cầu Giấy - Tp.Hà Nội,(84.24) 3772 6966,,http://mobifoneservice.com.vn,,,,,
MGC,HASTC,4.3000,0,40836%,5.40,3.00,0.49,8.8,155%,467%,0.45,10800000,10800000,0,5292000,46440002,162332,272,113712,229781,343493,CTCP Địa chất mỏ - TKV,Vinacomin - Mining Geology Joint Stock Company,Số 304 đường Trần Phú - P.Cẩm Thành - TP.Cẩm Phả - T.Quảng Ninh,(84.203) 3715 066,033.371.5067,http://www.minegeology.vn,,,,,
MGG,HASTC,40.0000,0,163934%,60.40,33.59,1.86,21.5,204%,764%,2.14,8999622,8999622,0,0,359984880,0,0,219584,602574,822158,Tổng Công ty Đức Giang - CTCP,Duc Giang Corporation,Số 59 Phố Đức Giang - P. Đức Giang - Q. Long Biên - Tp. Hà Nội,(84.24) 3827 1344,043 8261 129,http://www.mayducgiang.com.vn,,,,,
MH3,HASTC,58.0000,0,332760%,70.00,37.69,4.90,11.8,646%,2813%,1.26,12000000,12000000,0,0,696000000,108648,0,209111,701409,910520,CTCP Khu Công nghiệp Cao su Bình Long,Binh Long Rubber Industrial Park Corporation,X. Minh Hưng - H. Chơn Thành - T. Bình Phước,(84.271) 364 5206 - 364 5205,0651.3645.204,http://www.blip.vn,,,,,
MHL,HASTC,3.2000,0,28470%,6.50,3.00,1.20,2.7,277%,1068%,1.79,5146323,5288623,142300,2425583,16923594,400327,0,57831,165219,223050,CTCP Minh Hữu Liên,Minh Huu Lien Joint Stock Company,41-43 Đường D1 Khu dân cư Him Lam - P. Tân Hưng - Q. 7 - Tp. HCM,(84.28) 3877 0062,028 54.12.29.47,http://www.minghuulien.com.vn,,,,,
MHP,HASTC,11.5000,0,169118%,12.50,10.20,-0.78,-14.7,-683%,-1154%,0.00,3583140,3583140,0,0,41206110,0,0,25632,11122,36754,CTCP Môi trường và Dịch vụ đô thị Việt Trì,CTCP Môi trường và Dịch vụ đô thị Việt Trì,,,,,,,,,
MHY,HASTC,18.8000,6.3,298%,18.80,18.80,3.77,5.0,5%,6%,0.00,31800,31800,0,0,597840,0,0,200727,46549,247277,CTCP Môi trường và Công trình Đô thị Hưng Yên,Hung Yen Urban Environment and Public Works JSC,Số 12 - Đường Tây Thành - P. Quang Trung - Tp. Hưng Yên - T. Hưng Yên,(84.221) 386 7199,,,,,,,
MIC,HASTC,7.0000,0,71283%,9.20,4.40,0.04,175.0,22%,38%,2.22,5484296,5514621,30325,2106152,38602347,122413,1270,53881,40775,94657,CTCP Kỹ nghệ Khoáng sản Quảng Nam,Quang Nam Mineral Iidustry Corporation,Cụm CN Hà Lam - Chợ Được - H.Thăng Bình - T.Quảng Nam,(84.235) 366 5022,+84-(0)510-66.50.24,http://www.minco.com.vn,,,,,
MIE,HASTC,10.1000,0,101610%,10.10,10.10,0.03,336.7,19%,35%,0.00,141991500,141991500,0,0,1434114204,1362546,4902,1411907,1220437,2632344,Tổng Công ty Máy và Thiết bị Công nghiệp - CTCP,Machines and Industrial Equipment Corporation,Số 7A Mạc Thị Bưởi - P. Vĩnh Tuy - Q. Hai Bà Trưng - Hà Nội,(84.24) 3825 2498,024 3826 1129,http://mie.com.vn,,,,,
MIM,HASTC,10.0000,0,154560%,12.00,4.20,-1.06,-9.4,-342%,-1645%,0.86,3409860,3409860,0,1670831,34098600,83218,0,22054,84037,106091,CTCP Khoáng sản và Cơ khí,Mineral & Mechanical Joint Stock Company,Số 2 - Đặng Thái Thân - Q.Hoàn Kiếm - Tp.Hà Nội,(84.24) 3826 5106,024 39.33.08.06,http://www.mimeco.vn,,,,,
MKP,HASTC,45.0000,0,98814%,49.00,32.85,1.05,42.9,196%,230%,0.56,27909995,27909995,0,4956807,1255949775,1071016,0,1270990,223097,1494087,CTCP Hoá - Dược phẩm Mekophar,Mekophar Chemical Pharmaceutical Joint Stock Company,297/5 Lý Thường Kiệt - P.15 - Q11 - Tp.HCM,(84.28) 3865 0258 - 3865 0363 - 3865 0436,(84-28) 3865 0394,http://mekophar.com/,,,,,
MKV,HASTC,33.0000,0,266990%,36.00,10.00,1.59,20.8,755%,1288%,0.25,5000038,5000038,0,2450018,165001254,123070,0,61816,43675,105491,CTCP Dược thú Y Cai Lậy,Cai Lay Veterinary Pharmaceutical Joint Stock Company,Khu phố 1 - P.5 - TX.Cai Lậy - T.Tiền Giang,(84.273) 371 0769,+84-(0)73-382.63.63,http://www.mekovet.com.vn/,,,,,
MLC,HASTC,5.8000,0,16004%,5.80,5.76,2.13,2.7,479%,587%,-0.23,4171175,4171175,0,0,24192816,0,0,151150,34110,185260,CTCP Môi trường Đô thị Tỉnh Lào Cai,Lao Cai Urban Environment JSC,Tổ 30 - Đường Nhạc Sơn - P. Kim Tân - TP. Lào Cai - Lào Cai,(84.214) 384 1038,0214 3841 038,http://moitruongdothilaocai.com.vn,,,,,
MLS,HASTC,37.9000,0,158577%,47.81,18.97,23.84,1.6,7295%,9978%,1.81,4000000,4000000,0,0,151600006,311912,3453,85695,54719,140414,CTCP Chăn nuôi - Mitraco,Mitraco Livestock Joint Stock Company,Xóm Vĩnh Cát - X. Thạch Vĩnh - H. Thạch Hà - T. Hà Tĩnh,(84.3) 9347 8456 - 9222 8421 - (84) 913 392 214,039.3648147,www.channuoimitraco.com.vn,,,,,
MML,HASTC,72.5000,0,273173%,79.50,40.00,1.33,54.5,237%,502%,1.09,324327447,324327447,0,0,23513739908,18381033,432179,8609239,9634127,18243366,CTCP Masan MeatLife,Masan MeatLife Corporation,Lầu 10 - Tòa nhà Central Plaza - Số 17 - Đường Lê Duẩn - P. Bến Nghé - Q. 1 - Tp. Hồ Chí Minh,(84.28) 6256 3862,,https://masanmeatlife.com.vn/,,,,,
MNB,HASTC,29.0000,0,136342%,42.48,22.67,2.71,10.7,180%,1273%,0.93,18200000,18200000,0,0,527800000,3791814,12984,380324,2127603,2507927,Tổng Công ty May Nhà Bè - CTCP,Nha Be Garment Corporation - Joint Stock Company,04 Bến Nghé - P.Tân Thuận Đông - Q.7 - Tp.HCM,(84.28) 3872 0077,028.38725107,http://www.nhabe.com.vn,,,,,
MND,HASTC,10.0000,0,82372%,10.00,9.65,0.65,15.4,334%,532%,-0.18,2194475,2194475,0,0,21944750,0,0,26650,15725,42375,CTCP Môi trường Nam Định,Nam Dinh Environment Joint Stock Company,Số 52/93 Quang Trung - P. Quang Trung - Tp. Nam Định - T. Nam Định,(84.228) 384 8141,0228 3836 894,http://moitruongnamdinh.com.vn/,,,,,
MPC,HASTC,36.0000,0,138782%,42.00,22.14,2.93,12.3,707%,1128%,1.21,200000000,200000000,0,34300000,7200000000,14341344,585413,5187932,2966777,8275977,CTCP Tập đoàn Thủy sản Minh Phú,Minh Phu Seafood Corporation,KCN P. 8 - Tp. Cà Mau - T. Cà Mau,(84.290) 383 9391,(84-290) 3668 195,http://www.minhphu.com,,,,,
MPT,HASTC,1.6000,0,14572%,4.20,1.10,-0.10,-16.0,-80%,-91%,1.93,17107164,17107164,0,4704000,27371463,14186,0,187863,27862,215725,CTCP Tập đoàn Trường Tiền,Truong Tien Group JSC,Cụm CN Trường An - X. An Khánh - H. Hoài Đức - TP. Hà Nội,(08) 936 118 010,024 3365 0853,http://truongtiengroup.com.vn/,,,,,
MPY,HASTC,8.0000,0,71048%,8.00,7.40,1.14,7.0,731%,1014%,-0.23,6143000,6143000,0,0,49144000,0,0,69144,26815,95959,CTCP Môi trường Đô thị Phú Yên,Phu Yen Town Environment JSC,Số 72 - Tản Đà - P. 1 - Tp. Tuy Hòa - Phú Yên,(84.257) 382 3666,057 3829 762,http://mtdtphuyen.com.vn,,,,,
MQB,HASTC,9.5000,0,38855%,9.50,9.45,0.90,10.6,266%,367%,-0.24,3675675,3675675,0,0,34918912,15812,1353,89866,33774,123640,CTCP Môi trường và Phát triển Đô thị Quảng Bình,Quang Binh Environment and Urban Development Joint Stock Company,Số 1 - Đường Hoàng Văn Thái - P. Nam Lý - Tp. Đồng Hới - T. Quảng Bình,(84.232) 388 9288,023 2388 9279,http://urencoquangbinh.com.vn/,,,,,
MQN,HASTC,34.2000,0,75899%,45.00,32.61,6.94,4.9,1239%,1541%,0.75,3060353,3060353,0,0,104664075,0,0,137909,33613,171522,CTCP Môi trường đô thị Quảng Ngãi,Quang Ngai Urban Environment JSC,Đường Tô Hiến Thành - Tổ 18 - P. Trần Phú - Tp. Quảng Ngãi - Quảng Ngãi,(84.225) 381 9612,0255 3816930,http://moitruongdothiquangngai.com.vn/,,,,,
MRF,HASTC,52.0000,0,245631%,77.00,17.30,3.54,14.7,998%,1672%,2.34,3675404,3675404,0,0,191121008,0,0,77818,52548,130366,CTCP Merufa,MERUFA Joint Stock Company,Số 64/II - Đường số 8 - KCN Vĩnh Lộc A - H.Bình Chánh - Tp.HCM,(84.28) 3844 0187 - 3844 2040,2837654161,http://www.merufa.com.vn,,,,,
MSR,HASTC,19.4000,0,139870%,25.50,14.50,0.05,388.0,13%,36%,1.48,989239878,989239878,0,453469,19191253256,9400205,49012,13717723,24823914,38541636,CTCP Masan High-Tech Materials,Masan High-Tech Materials Corporation,Phòng 802 tầng 8 - Tòa nhà Central Plaza - Số 17 Lê Duẩn - P. Bến Nghé - Q. 1 - Tp. Hồ Chí Minh,(84.28) 6256 3862,84838274115,http://www.masangroup.com/masanresources,,,,,
MST,HASTC,13.4000,0,91781%,14.70,2.30,0.96,14.0,207%,660%,1.84,35519986,35519986,0,8820000,475967799,436688,34245,518720,1137263,1655984,CTCP Đầu tư MST,MST Investment JSC,Ngõ 159 Phố Tây Sơn - TT. Phùng - H. Đan Phượng - Tp. Hà Nội,(84.4) 6674 4305,024 35.553.592,http://mmst.com.vn,,,,,
MTA,HASTC,6.2000,0,50778%,9.50,4.90,0.89,7.0,486%,732%,1.87,110113591,110113591,0,53955659,682704243,1295505,82835,1344224,680794,2025018,Tổng Công ty Khoáng sản và Thương mại Hà Tĩnh - CTCP,Ha Tinh Minerals and Trading Joint Stock Corporation,Số 2 Vũ Quang – Tp.Hà Tĩnh – T.Hà Tĩnh,(84.3) 9385 5603,(84-393) 855 606,http://www.mitraco.com.vn,,,,,
MTB,HASTC,9.9000,0,96304%,10.00,9.90,0.27,36.7,218%,267%,0.23,6278259,6278259,0,0,62154762,0,0,64552,14583,79135,CTCP Môi trường và Công trình Đô thị tỉnh Thái Bình,CTCP Môi trường và Công trình Đô thị tỉnh Thái Bình,,,,,,,,,
MTC,HASTC,9.5000,0,91258%,9.50,9.50,-0.27,-35.2,-249%,-262%,0.00,5200000,5200000,0,2548000,49400000,0,0,54112,2893,57005,CTCP Dịch vụ Du lịch Mỹ Trà,MyTra Tourist Joint Stock Company,Lê Duẩn - P.Mỹ Phú - Tp.Cao Lãnh - T.Đồng Tháp,(84.277) 385 5623,+84-(67)-385.56.22,http://dulichmytra.com.vn/,,,,,
MTG,HASTC,3.7000,0,125424%,5.70,2.30,-0.30,-12.3,-529%,-1002%,1.95,11999995,11999995,0,5768968,44399982,263430,1019,35403,31623,67027,CTCP MT Gas,MTGas Joint Stock Company,Lô 1 - Ấp Thuận Đạo - TT. Bến Lức - H. Bến Lức - T. Long An,(84.252) 363 4713,72.3871672,http://www.mtgas.com.vn,,,,,
MTH,HASTC,31.8000,0,231105%,31.80,5.02,0.85,37.4,547%,617%,0.59,8618238,8618238,0,1951071,274059962,0,0,118547,15200,133748,CTCP Môi trường Đô thị Hà Đông,Ha Dong Environment Public Service JSC,Số 121 Đường Tô Hiệu - P. Nguyễn Trãi - Q. Hà Đông - Tp. Hà Nội,(84.433) 552 070,024 33.51.58.43,http://moitruongdothi.com.vn,,,,,
MTL,HASTC,5.0000,0,51230%,13.60,4.60,0.05,100.0,49%,50%,2.24,6000000,6000000,0,2940000,30000000,0,0,58570,1064,59634,CTCP Dịch vụ Môi trường Đô thị Từ Liêm,Tu Liem Urban Environment Service Joint Stock Company,Đường CN7 - CCN tập trung vừa và nhỏ Từ Liêm - P.Minh Khai - Q.Bắc Từ Liêm - TP.Hà Nội,(84.24) 6295 9891,043.780 5382,http://moitruongdothituliem.com.vn,,,,,
MTM,HASTC,2.6000,0,N/A,2.60,2.60,-5.27,-0.5,-553162%,51868%,0.00,31000000,31000000,0,15190000,80599997,0,-863,-31504,34458,2954,CTCP mỏ và Xuất nhập khẩu Khoáng sản Miền Trung,Central Mining and Mineral Import - Export JSC,Xóm Lão - X. Vật Lại - H. Ba Vì - Tp. Hà Nội,(84.238) 352 2818,+84 (238) 352-2818,http://dautumtm.com.vn/,,,,,
MTP,HASTC,10.8000,0,86331%,15.20,8.98,1.19,9.1,169%,951%,1.00,6598367,6598367,0,0,71262365,267233,1292,82555,382783,465338,CTCP Dược Medipharco,Medipharco Pharmaceutical JSC,08 Nguyễn Trường Tộ - P. Phước Vĩnh - Tp. Huế - Thừa Thiên Huế,(84.234) 382 3099,234.3826077,http://www.medipharco.com.vn,,,,,
MTS,HASTC,12.5000,0,104778%,14.30,12.40,1.15,10.9,167%,962%,0.28,15000000,15000000,0,0,187500000,3144530,0,178938,851174,1030112,CTCP Vật tư - TKV,Vinacomin - Materials Trading JSC,Tổ 1 - Khu 2 - P. Hồng Hà - Tp. Hạ Long - Tỉnh Quảng Ninh - Việt Nam,(84.203) 386 2063,333862098,http://www.vmts.vn,,,,,
MTV,HASTC,16.6000,0,94265%,18.20,12.20,1.52,10.9,779%,862%,0.35,5400000,5400000,0,0,89640002,69269,4522,95114,10143,105257,CTCP Dịch vụ Môi trường và Công trình Đô thị Vũng Tàu,Vung Tau Environment Services and Urban Project Joint Stock Company,199 Xô Viết Nghệ Tĩnh - P. Thắng Tam - Tp. Vũng Tàu,(84.254) 352 4418 - 385 4046,0254 3811764,www.dothivungtau.com.vn,,,,,
